ip,channel,strength,ssid,time,lat,lon
58:90:43:69:22:15,1,-94,KabelBox-2210,1673188939,52.51698702123777,13.326314511994406
54:67:51:A0:C3:4E,6,-46,KabelBox-C1A8,1673188939,52.514276470200436,13.329733958658194
D8:7D:7F:21:5D:75,6,-98,KabelBox-5D70,1673188939,52.5142617905114,13.323067842099709
54:67:51:B8:B2:F0,11,-80,2Girls1Router,1673188939,52.51694058224363,13.329628047771754
54:67:51:A1:D5:6A,11,-94,KabelBox-CC34,1673188939,52.513406843826914,13.325246293788517
B8:D9:4D:7C:BB:2D,11,-98,KabelBox-BB28,1673188939,52.51657412225984,13.328342229917485
54:67:51:BA:CB:CE,11,-88,KabelBox-CCF0,1673188939,52.51388137947603,13.32500476327102
D8:7D:7F:21:F2:A5,1,-98,KabelBox-F2A0,1673188939,52.51786808054775,13.327363016030608
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1673188939,52.51620177700247,13.328189963477307
90:5C:44:1E:80:36,1,-102,KabelBox-CED2,1673188939,52.51611226030449,13.325532233233929
54:67:51:E8:7A:93,1,-100,KabelBox-F080,1673188939,52.51590126879838,13.330350721847767
54:67:51:7F:8F:65,6,-92,KabelBox-F76C,1673188939,52.514851265955684,13.330877499777836
B8:EE:0E:40:FC:9D,1,-102,KabelBox-FC98,1673188939,52.51374378249485,13.330315344019342
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1673188939,52.51772367618936,13.329385285942683
2C:58:4F:97:D4:E5,6,-100,FK-Kollektiv,1673188939,52.515321823212204,13.329367260025831
2E:58:4F:97:D4:95,6,-100,Vodafone Hotspot,1673188939,52.5147335126939,13.330568843165135
DC:53:7C:F4:96:45,1,-100,KabelBox-0665,1673188939,52.51439895645827,13.328563382703411
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188939,52.51425410839538,13.329159847864108
58:90:43:69:22:15,1,-92,KabelBox-2210,1673188944,52.517567365220906,13.32413541231612
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1673188944,52.5132783360562,13.326478981340822
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1673188944,52.51756325308339,13.327301854353875
54:67:51:B8:B2:F0,11,-80,2Girls1Router,1673188944,52.51474676822067,13.32523307016882
54:67:51:A1:D5:6A,11,-96,KabelBox-CC34,1673188944,52.516539310962415,13.329554257449342
B8:D9:4D:7C:BB:2D,11,-98,KabelBox-BB28,1673188944,52.51321527713475,13.327008385602527
54:67:51:BA:CB:CE,11,-88,KabelBox-CCF0,1673188944,52.51432756202499,13.33075375207645
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673188944,52.51304588880502,13.32911769455
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1673188944,52.51518679640644,13.328135575479939
90:5C:44:1E:80:36,1,-102,KabelBox-CED2,1673188944,52.515740258524666,13.325208983029695
54:67:51:E8:7A:93,1,-100,KabelBox-F080,1673188944,52.51696728523924,13.328318135093756
54:67:51:7F:8F:65,6,-92,KabelBox-F76C,1673188944,52.51758188712997,13.329758339414347
B8:EE:0E:40:FC:9D,1,-100,KabelBox-FC98,1673188944,52.51381796800664,13.325903054307934
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1673188944,52.51583500834168,13.329991723131673
2C:58:4F:97:D4:E5,6,-100,FK-Kollektiv,1673188944,52.516086109479154,13.325465262426988
2E:58:4F:97:D4:95,6,-102,Vodafone Hotspot,1673188944,52.51699294896691,13.323519419847454
DC:53:7C:F4:96:45,1,-100,KabelBox-0665,1673188944,52.51420511518927,13.324601285926036
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188944,52.515185030591695,13.327337512545068
AC:22:05:89:0E:CE,6,-100,KabelBox-AF0C,1673188944,52.51484023380152,13.327391984100514
54:67:51:7E:34:E6,6,-98,KabelBox-2698,1673188944,52.513437536314264,13.32709895583581
58:90:43:69:22:15,1,-94,KabelBox-2210,1673188949,52.51530983537746,13.323095801391995
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1673188949,52.51428853910249,13.328527463966095
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1673188949,52.51751037878831,13.323195889089199
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1673188949,52.51727303999059,13.32797063547814
54:67:51:A1:D5:6A,11,-90,KabelBox-CC34,1673188949,52.51569581143785,13.324558737718963
B8:D9:4D:7C:BB:2D,11,-96,KabelBox-BB28,1673188949,52.517849397088,13.328300961101341
54:67:51:BA:CB:CE,11,-98,KabelBox-CCF0,1673188949,52.51631955290758,13.329668064183162
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673188949,52.51653816656234,13.329960940325115
54:67:51:4E:09:A1,6,-96,KabelBox-501C,1673188949,52.51416572664523,13.327932197959866
90:5C:44:1E:80:36,1,-102,KabelBox-CED2,1673188949,52.51325595603823,13.329503983538364
54:67:51:E8:7A:93,1,-102,KabelBox-F080,1673188949,52.51320762459281,13.323639456338185
54:67:51:7F:8F:65,6,-94,KabelBox-F76C,1673188949,52.51607197380839,13.324840569001914
B8:EE:0E:40:FC:9D,1,-102,KabelBox-FC98,1673188949,52.51469527696718,13.325638237993973
54:67:51:4B:54:2C,6,-96,KabelBox-E730,1673188949,52.51636676286317,13.330525890806756
2C:58:4F:97:D4:E5,6,-100,FK-Kollektiv,1673188949,52.5179347238969,13.326882585815605
2E:58:4F:97:D4:95,6,-98,Vodafone Hotspot,1673188949,52.51497899697919,13.326315199863368
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1673188949,52.517538901687836,13.32638910840477
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188949,52.514559040235596,13.328427405485396
AC:22:05:89:0E:CE,6,-100,KabelBox-AF0C,1673188949,52.51441335960872,13.329658480505024
54:67:51:7E:34:E6,6,-96,KabelBox-2698,1673188949,52.51703877830155,13.32488183330055
58:90:43:69:22:15,1,-94,KabelBox-2210,1673188955,52.514349857405136,13.330064087680071
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1673188955,52.51655853052407,13.3294377115963
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1673188955,52.51432866757505,13.327715053863027
54:67:51:B8:B2:F0,11,-86,2Girls1Router,1673188955,52.516254295029164,13.328715847677335
54:67:51:A1:D5:6A,11,-90,KabelBox-CC34,1673188955,52.51367379050035,13.328658524838161
B8:D9:4D:7C:BB:2D,11,-96,KabelBox-BB28,1673188955,52.516232813936405,13.32545798105216
54:67:51:BA:CB:CE,11,-88,KabelBox-CCF0,1673188955,52.51465611258894,13.328282102948478
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673188955,52.51544862720133,13.325646325537747
54:67:51:4E:09:A1,6,-96,KabelBox-501C,1673188955,52.51621410621865,13.324887703428118
90:5C:44:1E:80:36,1,-102,KabelBox-CED2,1673188955,52.517551663014345,13.3250763250071
54:67:51:E8:7A:93,1,-100,KabelBox-F080,1673188955,52.51721414925759,13.327092816023812
54:67:51:7F:8F:65,6,-98,KabelBox-F76C,1673188955,52.516908407556286,13.326249872601721
B8:EE:0E:40:FC:9D,1,-102,KabelBox-FC98,1673188955,52.51727820323614,13.326838455042688
54:67:51:4B:54:2C,6,-96,KabelBox-E730,1673188955,52.51368198391473,13.324199754190676
2C:58:4F:97:D4:E5,6,-100,FK-Kollektiv,1673188955,52.51497267245779,13.326310798338602
2E:58:4F:97:D4:95,6,-98,Vodafone Hotspot,1673188955,52.51747074919394,13.324586977775398
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1673188955,52.517528678299975,13.327762426154727
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188955,52.513389927573634,13.324197068861311
AC:22:05:89:0E:CE,6,-102,KabelBox-AF0C,1673188955,52.51704705859385,13.323996389800394
54:67:51:7E:34:E6,6,-96,KabelBox-2698,1673188955,52.51677171553538,13.324596407978918
58:90:43:69:22:15,1,-96,KabelBox-2210,1673188961,52.517791405400956,13.323739210573617
54:67:51:A0:C3:4E,6,-82,KabelBox-C1A8,1673188961,52.51796215755375,13.329001928082953
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1673188961,52.51729883263448,13.32721525874417
54:67:51:B8:B2:F0,11,-84,2Girls1Router,1673188961,52.51745917605093,13.327693483841593
54:67:51:A1:D5:6A,11,-90,KabelBox-CC34,1673188961,52.51672756602281,13.328727857209174
B8:D9:4D:7C:BB:2D,11,-98,KabelBox-BB28,1673188961,52.51508349292411,13.329928259977285
54:67:51:BA:CB:CE,11,-86,KabelBox-CCF0,1673188961,52.51491557678463,13.32335308716731
D8:7D:7F:21:F2:A5,1,-100,KabelBox-F2A0,1673188961,52.51351868610988,13.325279138821626
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1673188961,52.51760788031903,13.325057230089289
90:5C:44:1E:80:36,1,-100,KabelBox-CED2,1673188961,52.516160471730075,13.326741483404335
54:67:51:E8:7A:93,1,-102,KabelBox-F080,1673188961,52.51589797561687,13.330236140732858
54:67:51:7F:8F:65,6,-96,KabelBox-F76C,1673188961,52.514779478022774,13.323642903587054
B8:EE:0E:40:FC:9D,1,-102,KabelBox-FC98,1673188961,52.51758592307785,13.32605139852192
54:67:51:4B:54:2C,6,-92,KabelBox-E730,1673188961,52.51309931543222,13.327835689413842
2C:58:4F:97:D4:E5,6,-100,FK-Kollektiv,1673188961,52.51373081085335,13.330863864073693
2E:58:4F:97:D4:95,6,-100,Vodafone Hotspot,1673188961,52.51581169321248,13.325530124986773
DC:53:7C:F4:96:45,1,-100,KabelBox-0665,1673188961,52.51321490603311,13.327556919178614
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188961,52.51469639728994,13.32638006385841
AC:22:05:89:0E:CE,6,-102,KabelBox-AF0C,1673188961,52.51625825248567,13.328084337130653
54:67:51:7E:34:E6,6,-96,KabelBox-2698,1673188961,52.51381059133239,13.330683297759178
58:90:43:69:22:15,1,-94,KabelBox-2210,1673188966,52.51676605168786,13.327315361849905
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1673188966,52.513982620469854,13.32961738875765
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1673188966,52.514584148187744,13.330583064594578
54:67:51:B8:B2:F0,11,-86,2Girls1Router,1673188966,52.51681420838961,13.330438505352225
54:67:51:A1:D5:6A,11,-94,KabelBox-CC34,1673188966,52.514762470075816,13.329405778402108
B8:D9:4D:7C:BB:2D,11,-96,KabelBox-BB28,1673188966,52.51414162378833,13.323955111249436
54:67:51:BA:CB:CE,11,-88,KabelBox-CCF0,1673188966,52.51336158961445,13.323089494802367
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673188966,52.51447176468964,13.330607990453853
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1673188966,52.51330432275622,13.326188006039487
90:5C:44:1E:80:36,1,-102,KabelBox-CED2,1673188966,52.51627977101913,13.326025479654492
54:67:51:E8:7A:93,1,-100,KabelBox-F080,1673188966,52.51322445019913,13.32702555232674
54:67:51:7F:8F:65,6,-98,KabelBox-F76C,1673188966,52.51412905979167,13.327254211904489
B8:EE:0E:40:FC:9D,1,-102,KabelBox-FC98,1673188966,52.517515681306406,13.325495009578159
54:67:51:4B:54:2C,6,-96,KabelBox-E730,1673188966,52.51639870132396,13.325107486856584
2C:58:4F:97:D4:E5,6,-100,FK-Kollektiv,1673188966,52.51400322803701,13.329137950669455
2E:58:4F:97:D4:95,6,-100,Vodafone Hotspot,1673188966,52.51358251022285,13.326108436624523
DC:53:7C:F4:96:45,1,-100,KabelBox-0665,1673188966,52.51523264957155,13.326475014751388
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188966,52.514075591090865,13.32894373429642
AC:22:05:89:0E:CE,6,-100,KabelBox-AF0C,1673188966,52.51434888442553,13.328139622838414
54:67:51:7E:34:E6,6,-96,KabelBox-2698,1673188966,52.515551357600316,13.324030899772971
58:90:43:69:22:15,1,-94,KabelBox-2210,1673188976,52.51698702123777,13.326314511994406
54:67:51:A0:C3:4E,6,-46,KabelBox-C1A8,1673188976,52.514276470200436,13.329733958658194
D8:7D:7F:21:5D:75,6,-100,KabelBox-5D70,1673188976,52.5142617905114,13.323067842099709
54:67:51:B8:B2:F0,11,-86,2Girls1Router,1673188976,52.51694058224363,13.329628047771754
54:67:51:A1:D5:6A,11,-92,KabelBox-CC34,1673188976,52.513406843826914,13.325246293788517
B8:D9:4D:7C:BB:2D,11,-98,KabelBox-BB28,1673188976,52.51657412225984,13.328342229917485
54:67:51:BA:CB:CE,11,-88,KabelBox-CCF0,1673188976,52.51388137947603,13.32500476327102
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673188976,52.51786808054775,13.327363016030608
54:67:51:4E:09:A1,6,-94,KabelBox-501C,1673188976,52.51620177700247,13.328189963477307
90:5C:44:1E:80:36,1,-102,KabelBox-CED2,1673188976,52.51611226030449,13.325532233233929
54:67:51:E8:7A:93,1,-100,KabelBox-F080,1673188976,52.51590126879838,13.330350721847767
54:67:51:7F:8F:65,6,-92,KabelBox-F76C,1673188976,52.514851265955684,13.330877499777836
B8:EE:0E:40:FC:9D,1,-102,KabelBox-FC98,1673188976,52.51374378249485,13.330315344019342
54:67:51:4B:54:2C,6,-92,KabelBox-E730,1673188976,52.51772367618936,13.329385285942683
2C:58:4F:97:D4:E5,6,-100,FK-Kollektiv,1673188976,52.515321823212204,13.329367260025831
2E:58:4F:97:D4:95,6,-100,Vodafone Hotspot,1673188976,52.5147335126939,13.330568843165135
DC:53:7C:F4:96:45,1,-100,KabelBox-0665,1673188976,52.51439895645827,13.328563382703411
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188976,52.51559214916748,13.323184998221496
AC:22:05:89:0E:CE,6,-102,KabelBox-AF0C,1673188976,52.51641206159935,13.324246182207725
54:67:51:7E:34:E6,6,-98,KabelBox-2698,1673188976,52.514881516291155,13.325351454362506
58:90:43:69:22:15,1,-96,KabelBox-2210,1673188981,52.51701931622063,13.330857263411461
54:67:51:A0:C3:4E,6,-46,KabelBox-C1A8,1673188981,52.51365130892987,13.325021790935153
D8:7D:7F:21:5D:75,6,-98,KabelBox-5D70,1673188981,52.516539310962415,13.329554257449342
54:67:51:B8:B2:F0,11,-86,2Girls1Router,1673188981,52.5149814981927,13.330944587314127
54:67:51:A1:D5:6A,11,-90,KabelBox-CC34,1673188981,52.516093109581,13.323599313599384
B8:D9:4D:7C:BB:2D,11,-96,KabelBox-BB28,1673188981,52.51317552178151,13.32722526170017
54:67:51:BA:CB:CE,11,-88,KabelBox-CCF0,1673188981,52.513040953094354,13.32901134094841
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673188981,52.515740258524666,13.325208983029695
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1673188981,52.51696728523924,13.328318135093756
90:5C:44:1E:80:36,1,-100,KabelBox-CED2,1673188981,52.51758188712997,13.329758339414347
54:67:51:E8:7A:93,1,-102,KabelBox-F080,1673188981,52.51604847215255,13.32842379556275
54:67:51:7F:8F:65,6,-94,KabelBox-F76C,1673188981,52.517163272212485,13.330768599492183
B8:EE:0E:40:FC:9D,1,-100,KabelBox-FC98,1673188981,52.51384889056235,13.327924827963548
54:67:51:4B:54:2C,6,-92,KabelBox-E730,1673188981,52.51705488602755,13.324728973083914
2C:58:4F:97:D4:E5,6,-102,FK-Kollektiv,1673188981,52.514987200416456,13.328588865839516
2E:58:4F:97:D4:95,6,-100,Vodafone Hotspot,1673188981,52.51458636855314,13.324096705199524
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1673188981,52.51647601859911,13.328285037897489
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188981,52.51352856169205,13.330250658404582
AC:22:05:89:0E:CE,6,-102,KabelBox-AF0C,1673188981,52.51611255975851,13.323518193172516
54:67:51:7E:34:E6,6,-98,KabelBox-2698,1673188981,52.51789779951813,13.327167620383587
58:90:43:69:22:15,1,-96,KabelBox-2210,1673188987,52.516851394629875,13.326633443013723
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1673188987,52.514055127909714,13.323309451308592
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1673188987,52.51569581143785,13.324558737718963
54:67:51:B8:B2:F0,11,-86,2Girls1Router,1673188987,52.514689495388645,13.326798714130739
54:67:51:A1:D5:6A,11,-90,KabelBox-CC34,1673188987,52.517664609121915,13.323272212926103
B8:D9:4D:7C:BB:2D,11,-96,KabelBox-BB28,1673188987,52.51479416584008,13.327357641685724
54:67:51:BA:CB:CE,11,-88,KabelBox-CCF0,1673188987,52.51686526861054,13.325392377684814
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673188987,52.51325595603823,13.329503983538364
54:67:51:4E:09:A1,6,-96,KabelBox-501C,1673188987,52.51320762459281,13.323639456338185
90:5C:44:1E:80:36,1,-102,KabelBox-CED2,1673188987,52.51607197380839,13.324840569001914
54:67:51:E8:7A:93,1,-102,KabelBox-F080,1673188987,52.51594267489721,13.328528917208752
54:67:51:7F:8F:65,6,-98,KabelBox-F76C,1673188987,52.5138424656799,13.330088559352374
B8:EE:0E:40:FC:9D,1,-100,KabelBox-FC98,1673188987,52.5168897843287,13.325255316617046
54:67:51:4B:54:2C,6,-100,KabelBox-E730,1673188987,52.514092946427894,13.324349802716863
2C:58:4F:97:D4:E5,6,-102,FK-Kollektiv,1673188987,52.51604016888891,13.323901475727466
2E:58:4F:97:D4:95,6,-100,Vodafone Hotspot,1673188987,52.51641271803348,13.324956203156708
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1673188987,52.513526284134706,13.327043109896838
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188987,52.51764472925206,13.329606503298235
AC:22:05:89:0E:CE,6,-100,KabelBox-AF0C,1673188987,52.51793972676813,13.326306446036543
54:67:51:7E:34:E6,6,-98,KabelBox-2698,1673188987,52.516672467306876,13.330638509892728
58:90:43:69:22:15,1,-94,KabelBox-2210,1673188992,52.515791013212954,13.327558998817704
54:67:51:A0:C3:4E,6,-46,KabelBox-C1A8,1673188992,52.5161539832059,13.324965027717903
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1673188992,52.51367379050035,13.328658524838161
54:67:51:B8:B2:F0,11,-86,2Girls1Router,1673188992,52.51525589554874,13.325753159539964
54:67:51:A1:D5:6A,11,-92,KabelBox-CC34,1673188992,52.514588322041874,13.329969652721912
B8:D9:4D:7C:BB:2D,11,-98,KabelBox-BB28,1673188992,52.51662586844258,13.323515696684138
54:67:51:BA:CB:CE,11,-98,KabelBox-CCF0,1673188992,52.51595971980754,13.326680924112962
D8:7D:7F:21:F2:A5,1,-98,KabelBox-F2A0,1673188992,52.517551663014345,13.3250763250071
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1673188992,52.51721414925759,13.327092816023812
90:5C:44:1E:80:36,1,-100,KabelBox-CED2,1673188992,52.516908407556286,13.326249872601721
54:67:51:E8:7A:93,1,-100,KabelBox-F080,1673188992,52.51659724403891,13.32667504083024
54:67:51:7F:8F:65,6,-98,KabelBox-F76C,1673188992,52.51440741077604,13.324754027643653
B8:EE:0E:40:FC:9D,1,-102,KabelBox-FC98,1673188992,52.51517923909175,13.326524983072156
54:67:51:4B:54:2C,6,-100,KabelBox-E730,1673188992,52.513646086144576,13.327168680099714
2C:58:4F:97:D4:E5,6,-102,FK-Kollektiv,1673188992,52.51748910637992,13.33062712113789
2E:58:4F:97:D4:95,6,-102,Vodafone Hotspot,1673188992,52.51545812446735,13.327111702520645
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1673188992,52.516299564956114,13.32663430032027
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188992,52.516660896966485,13.323745934114726
AC:22:05:89:0E:CE,6,-100,KabelBox-AF0C,1673188992,52.51534003067494,13.325854908622874
54:67:51:7E:34:E6,6,-96,KabelBox-2698,1673188992,52.51571835852725,13.323250028257473
58:90:43:69:22:15,1,-96,KabelBox-2210,1673188998,52.51683904356631,13.324149852126476
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1673188998,52.513855397827335,13.329675090551463
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1673188998,52.51672756602281,13.328727857209174
54:67:51:B8:B2:F0,11,-78,2Girls1Router,1673188998,52.514931572080044,13.326199447728097
54:67:51:A1:D5:6A,11,-90,KabelBox-CC34,1673188998,52.513770124172886,13.330165129858797
B8:D9:4D:7C:BB:2D,11,-98,KabelBox-BB28,1673188998,52.515147521634454,13.328314888315527
54:67:51:BA:CB:CE,11,-88,KabelBox-CCF0,1673188998,52.51482723162945,13.323271297465569
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673188998,52.516160471730075,13.326741483404335
54:67:51:4E:09:A1,6,-96,KabelBox-501C,1673188998,52.51589797561687,13.330236140732858
90:5C:44:1E:80:36,1,-102,KabelBox-CED2,1673188998,52.514779478022774,13.323642903587054
54:67:51:E8:7A:93,1,-102,KabelBox-F080,1673188998,52.51462026373529,13.326254538641924
54:67:51:7F:8F:65,6,-92,KabelBox-F76C,1673188998,52.51515631086948,13.327012625370378
B8:EE:0E:40:FC:9D,1,-102,KabelBox-FC98,1673188998,52.515617269729354,13.325351497771255
54:67:51:4B:54:2C,6,-94,KabelBox-E730,1673188998,52.51605022841529,13.324756285563872
2C:58:4F:97:D4:E5,6,-102,FK-Kollektiv,1673188998,52.51391085077727,13.328268775174081
2E:58:4F:97:D4:95,6,-102,Vodafone Hotspot,1673188998,52.51316096963959,13.323789807032007
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1673188998,52.5133022304285,13.325829900874755
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673188998,52.51418683529975,13.326082833007753
AC:22:05:89:0E:CE,6,-100,KabelBox-AF0C,1673188998,52.51635200014914,13.329735852753943
54:67:51:7E:34:E6,6,-96,KabelBox-2698,1673188998,52.51604899274287,13.326739651094584
58:90:43:69:22:15,1,-96,KabelBox-2210,1673189003,52.51325678808944,13.327443862043861
54:67:51:A0:C3:4E,6,-46,KabelBox-C1A8,1673189003,52.51415461834411,13.32805688096836
D8:7D:7F:21:5D:75,6,-98,KabelBox-5D70,1673189003,52.514762470075816,13.329405778402108
54:67:51:B8:B2:F0,11,-86,2Girls1Router,1673189003,52.51764919847563,13.325812882839385
54:67:51:A1:D5:6A,11,-92,KabelBox-CC34,1673189003,52.51607006037922,13.330691052659622
B8:D9:4D:7C:BB:2D,11,-96,KabelBox-BB28,1673189003,52.51575635112701,13.330225340268772
54:67:51:BA:CB:CE,11,-88,KabelBox-CCF0,1673189003,52.51760216595773,13.33011642397862
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673189003,52.51627977101913,13.326025479654492
54:67:51:4E:09:A1,6,-98,KabelBox-501C,1673189003,52.51322445019913,13.32702555232674
90:5C:44:1E:80:36,1,-102,KabelBox-CED2,1673189003,52.51412905979167,13.327254211904489
54:67:51:E8:7A:93,1,-102,KabelBox-F080,1673189003,52.51486135390134,13.327610979443174
54:67:51:7F:8F:65,6,-94,KabelBox-F76C,1673189003,52.51726420142974,13.32448209036439
B8:EE:0E:40:FC:9D,1,-102,KabelBox-FC98,1673189003,52.516640403119304,13.327541069430705
54:67:51:4B:54:2C,6,-92,KabelBox-E730,1673189003,52.51768476168245,13.329816760486183
2C:58:4F:97:D4:E5,6,-102,FK-Kollektiv,1673189003,52.51599074341841,13.323317381670938
2E:58:4F:97:D4:95,6,-100,Vodafone Hotspot,1673189003,52.51392813959434,13.32772513586016
DC:53:7C:F4:96:45,1,-102,KabelBox-0665,1673189003,52.5132850590659,13.330258760800481
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673189003,52.51641324811028,13.32565853909733
AC:22:05:89:0E:CE,6,-100,KabelBox-AF0C,1673189003,52.51394129396844,13.327785679488183
54:67:51:7E:34:E6,6,-96,KabelBox-2698,1673189003,52.51680705099652,13.324721765447412
58:90:43:69:22:15,1,-96,KabelBox-2210,1673189009,52.51440430429439,13.32492459536003
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1673189009,52.51377823727561,13.326959908819394
D8:7D:7F:21:5D:75,6,-96,KabelBox-5D70,1673189009,52.51519491594689,13.32636137356017
54:67:51:B8:B2:F0,11,-78,2Girls1Router,1673189009,52.51787747393434,13.329849451877697
54:67:51:A1:D5:6A,11,-92,KabelBox-CC34,1673189009,52.51733488870634,13.328905398328496
B8:D9:4D:7C:BB:2D,11,-96,KabelBox-BB28,1673189009,52.5133850043645,13.324527610585676
54:67:51:BA:CB:CE,11,-88,KabelBox-CCF0,1673189009,52.5145068378472,13.3270450045422
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673189009,52.515264557589816,13.329182943148723
54:67:51:4E:09:A1,6,-94,KabelBox-501C,1673189009,52.515769688735496,13.328949062307402
90:5C:44:1E:80:36,1,-100,KabelBox-CED2,1673189009,52.51332568757703,13.328025877898753
54:67:51:E8:7A:93,1,-100,KabelBox-F080,1673189009,52.514669015622644,13.330104983311058
54:67:51:7F:8F:65,6,-92,KabelBox-F76C,1673189009,52.51303283516271,13.325659449529148
B8:EE:0E:40:FC:9D,1,-102,KabelBox-FC98,1673189009,52.51680442471025,13.327693353843962
54:67:51:4B:54:2C,6,-98,KabelBox-E730,1673189009,52.514771375290536,13.323930212148348
2C:58:4F:97:D4:E5,6,-102,FK-Kollektiv,1673189009,52.51607993367085,13.326390333845236
2E:58:4F:97:D4:95,6,-100,Vodafone Hotspot,1673189009,52.51610165815123,13.323008631483825
DC:53:7C:F4:96:45,1,-100,KabelBox-0665,1673189009,52.517111363805256,13.33077127693944
2E:58:4F:97:D4:B5,6,-100,Vodafone Homespot,1673189009,52.51453868170983,13.329042667571757
AC:22:05:89:0E:CE,6,-100,KabelBox-AF0C,1673189009,52.51791992323009,13.324887378788505
54:67:51:7E:34:E6,6,-96,KabelBox-2698,1673189009,52.514769620966774,13.325839526391825
58:90:43:69:22:15,1,-96,KabelBox-2210,1673189014,52.51529699496716,13.324515462982072
54:67:51:A0:C3:4E,6,-84,KabelBox-C1A8,1673189014,52.51303798760313,13.32391797341046
D8:7D:7F:21:5D:75,6,-98,KabelBox-5D70,1673189014,52.51754478532362,13.329941823262708
54:67:51:B8:B2:F0,11,-86,2Girls1Router,1673189014,52.51317429663085,13.329915952599709
54:67:51:A1:D5:6A,11,-94,KabelBox-CC34,1673189014,52.51774051429774,13.323646353902708
B8:D9:4D:7C:BB:2D,11,-98,KabelBox-BB28,1673189014,52.51653502572877,13.32358378560917
54:67:51:BA:CB:CE,11,-98,KabelBox-CCF0,1673189014,52.514042446375164,13.328255803679967
D8:7D:7F:21:F2:A5,1,-96,KabelBox-F2A0,1673189014,52.515017210688754,13.329390616263277
54:67:51:4E:09:A1,6,-96,KabelBox-501C,1673189014,52.51352126175917,13.330047930716479
90:5C:44:1E:80:36,1,-100,KabelBox-CED2,1673189014,52.51383026449526,13.329549247335633
54:67:51:E8:7A:93,1,-102,KabelBox-F080,1673189014,52.51591556040591,13.324596172385368
54:67:51:7F:8F:65,6,-92,KabelBox-F76C,1673189014,52.514062432834386,13.329796032882383
B8:EE:0E:40:FC:9D,1,-100,KabelBox-FC98,1673189014,52.51742747069275,13.32721543196945
54:67:51:4B:54:2C,6,-96,KabelBox-E730,1673189014,52.5133142773211,13.327998797868862
2C:58:4F:97:D4:E5,6,-102,FK-Kollektiv,1673189014,52.51454334612267,13.323031833279758
2E:58:4F:97:D4:95,6,-100,Vodafone Hotspot,1673189014,52.514471170497,13.323517488460705
